iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
64,"((2, 10), ())","((3, 10), ())",West,"[((2, 11), ()), ((3, 10), ()), ((1, 10), ())]","[((2, 10), ()), ((12, 4), ()), ((3, 12), ()), ((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((2, 11), ()), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 11), ()), ((6, 12), ()), ((4, 4), ((1, 1),))]","[((3, 12), ()), ((12, 4), ()), ((2, 11), ()), ((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((1, 10), ()), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 11), ()), ((6, 12), ()), ((4, 4), ((1, 1),))]",64,20,52,72
65,"((3, 12), ())","((4, 12), ())",West,"[((3, 11), ()), ((4, 12), ()), ((2, 12), ())]","[((3, 12), ()), ((12, 4), ()), ((2, 11), ()), ((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((1, 10), ()), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 11), ()), ((6, 12), ()), ((4, 4), ((1, 1),))]","[((2, 11), ()), ((12, 4), ()), ((1, 10), ()), ((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((2, 12), ()), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 11), ()), ((6, 12), ()), ((4, 4), ((1, 1),))]",65,21,51,72
66,"((2, 11), ())","((3, 11), ())",West,"[((2, 12), ()), ((2, 10), ()), ((3, 11), ()), ((1, 11), ())]","[((2, 11), ()), ((12, 4), ()), ((1, 10), ()), ((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((2, 12), ()), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 11), ()), ((6, 12), ()), ((4, 4), ((1, 1),))]","[((1, 10), ()), ((12, 4), ()), ((2, 12), ()), ((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((1, 11), ()), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 11), ()), ((6, 12), ()), ((4, 4), ((1, 1),))]",66,21,51,72
67,"((1, 10), ())","((2, 10), ())",West,"[((1, 11), ()), ((2, 10), ())]","[((1, 10), ()), ((12, 4), ()), ((2, 12), ()), ((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((1, 11), ()), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 11), ()), ((6, 12), ()), ((4, 4), ((1, 1),))]","[((2, 12), ()), ((12, 4), ()), ((1, 11), ()), ((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 11), ()), ((6, 12), ())]",67,21,51,72
68,"((2, 12), ())","((3, 12), ())",West,"[((2, 11), ()), ((3, 12), ()), ((1, 12), ((1, 12),))]","[((2, 12), ()), ((12, 4), ()), ((1, 11), ()), ((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 11), ()), ((6, 12), ())]","[((1, 11), ()), ((12, 4), ()), ((1, 12), ((1, 12),)), ((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 12), ()), ((6, 11), ())]",68,22,50,72
69,"((1, 11), ())","((2, 11), ())",West,"[((1, 12), ((1, 12),)), ((1, 10), ()), ((2, 11), ())]","[((1, 11), ()), ((12, 4), ()), ((1, 12), ((1, 12),)), ((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 12), ()), ((6, 11), ())]","[((1, 12), ((1, 12),)), ((12, 4), ()), ((12, 2), ()), ((6, 6), ()), ((12, 1), ()), ((6, 11), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 12), ())]",69,22,50,72
70,"((1, 12), ((1, 12),))","((2, 12), ())",West,"[((1, 11), ((1, 12),)), ((2, 12), ((1, 12),))]","[((1, 12), ((1, 12),)), ((12, 4), ()), ((12, 2), ()), ((6, 6), ()), ((12, 1), ()), ((6, 11), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((4, 6), ((1, 1),)), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 12), ())]","[((1, 11), ((1, 12),)), ((6, 6), ()), ((12, 4), ()), ((4, 6), ((1, 1),)), ((12, 1), ()), ((12, 2), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((6, 12), ()), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 11), ()), ((2, 12), ((1, 12),))]",70,23,49,72
71,"((1, 11), ((1, 12),))","((1, 12), ((1, 12),))",South,"[((1, 12), ((1, 12),)), ((1, 10), ((1, 12),)), ((2, 11), ((1, 12),))]","[((1, 11), ((1, 12),)), ((6, 6), ()), ((12, 4), ()), ((4, 6), ((1, 1),)), ((12, 1), ()), ((12, 2), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((6, 12), ()), ((6, 10), ()), ((2, 8), ((1, 1),)), ((6, 11), ()), ((2, 12), ((1, 12),))]","[((1, 10), ((1, 12),)), ((6, 6), ()), ((12, 4), ()), ((4, 6), ((1, 1),)), ((12, 1), ()), ((12, 2), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((6, 12), ()), ((6, 10), ()), ((2, 8), ((1, 1),)), ((2, 12), ((1, 12),)), ((6, 11), ()), ((2, 11), ((1, 12),))]",71,24,48,72
72,"((1, 10), ((1, 12),))","((1, 11), ((1, 12),))",South,"[((1, 11), ((1, 12),)), ((2, 10), ((1, 12),))]","[((1, 10), ((1, 12),)), ((6, 6), ()), ((12, 4), ()), ((4, 6), ((1, 1),)), ((12, 1), ()), ((12, 2), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((6, 12), ()), ((6, 10), ()), ((2, 8), ((1, 1),)), ((2, 12), ((1, 12),)), ((6, 11), ()), ((2, 11), ((1, 12),))]","[((12, 4), ()), ((6, 6), ()), ((12, 2), ()), ((4, 6), ((1, 1),)), ((12, 1), ()), ((6, 11), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((6, 12), ()), ((6, 10), ()), ((2, 8), ((1, 1),)), ((2, 12), ((1, 12),)), ((2, 11), ((1, 12),)), ((2, 10), ((1, 12),))]",72,25,47,72
73,"((12, 4), ())","((11, 4), ())",East,"[((13, 4), ()), ((11, 4), ())]","[((12, 4), ()), ((6, 6), ()), ((12, 2), ()), ((4, 6), ((1, 1),)), ((12, 1), ()), ((6, 11), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((6, 12), ()), ((6, 10), ()), ((2, 8), ((1, 1),)), ((2, 12), ((1, 12),)), ((2, 11), ((1, 12),)), ((2, 10), ((1, 12),))]","[((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((4, 6), ((1, 1),)), ((2, 8), ((1, 1),)), ((6, 11), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((6, 12), ()), ((6, 10), ()), ((2, 10), ((1, 12),)), ((2, 12), ((1, 12),)), ((2, 11), ((1, 12),)), ((13, 4), ())]",73,10,63,73
74,"((6, 6), ())","((5, 6), ())",East,"[((7, 6), ()), ((5, 6), ())]","[((6, 6), ()), ((12, 1), ()), ((12, 2), ()), ((4, 6), ((1, 1),)), ((2, 8), ((1, 1),)), ((6, 11), ()), ((4, 4), ((1, 1),)), ((2, 8), ()), ((6, 12), ()), ((6, 10), ()), ((2, 10), ((1, 12),)), ((2, 12), ((1, 12),)), ((2, 11), ((1, 12),)), ((13, 4), ())]","[((12, 2), ()), ((12, 1), ()), ((4, 4), ((1, 1),)), ((4, 6), ((1, 1),)), ((2, 8), ((1, 1),)), ((6, 11), ()), ((13, 4), ()), ((2, 8), ()), ((6, 12), ()), ((6, 10), ()), ((2, 10), ((1, 12),)), ((2, 12), ((1, 12),)), ((2, 11), ((1, 12),)), ((7, 6), ())]",74,14,59,73
75,"((12, 2), ())","((11, 2), ())",East,"[((12, 1), ()), ((13, 2), ()), ((11, 2), ())]","[((12, 2), ()), ((12, 1), ()), ((4, 4), ((1, 1),)), ((4, 6), ((1, 1),)), ((2, 8), ((1, 1),)), ((6, 11), ()), ((13, 4), ()), ((2, 8), ()), ((6, 12), ()), ((6, 10), ()), ((2, 10), ((1, 12),)), ((2, 12), ((1, 12),)), ((2, 11), ((1, 12),)), ((7, 6), ())]","[((4, 4), ((1, 1),)), ((12, 1), ()), ((6, 11), ()), ((4, 6), ((1, 1),)), ((2, 8), ((1, 1),)), ((2, 12), ((1, 12),)), ((13, 4), ()), ((2, 8), ()), ((6, 12), ()), ((6, 10), ()), ((2, 10), ((1, 12),)), ((7, 6), ()), ((2, 11), ((1, 12),)), ((13, 2), ())]",75,12,61,73
76,"((4, 4), ((1, 1),))","((3, 4), ((1, 1),))",East,"[((5, 4), ((1, 1),)), ((3, 4), ((1, 1),))]","[((4, 4), ((1, 1),)), ((12, 1), ()), ((6, 11), ()), ((4, 6), ((1, 1),)), ((2, 8), ((1, 1),)), ((2, 12), ((1, 12),)), ((13, 4), ()), ((2, 8), ()), ((6, 12), ()), ((6, 10), ()), ((2, 10), ((1, 12),)), ((7, 6), ()), ((2, 11), ((1, 12),)), ((13, 2), ())]","[((12, 1), ()), ((4, 6), ((1, 1),)), ((6, 11), ()), ((2, 8), ()), ((2, 8), ((1, 1),)), ((2, 12), ((1, 12),)), ((13, 4), ()), ((13, 2), ()), ((6, 12), ()), ((6, 10), ()), ((2, 10), ((1, 12),)), ((7, 6), ()), ((2, 11), ((1, 12),)), ((5, 4), ((1, 1),))]",76,24,49,73
77,"((12, 1), ())","((11, 1), ())",East,"[((12, 2), ()), ((13, 1), ()), ((11, 1), ())]","[((12, 1), ()), ((4, 6), ((1, 1),)), ((6, 11), ()), ((2, 8), ()), ((2, 8), ((1, 1),)), ((2, 12), ((1, 12),)), ((13, 4), ()), ((13, 2), ()), ((6, 12), ()), ((6, 10), ()), ((2, 10), ((1, 12),)), ((7, 6), ()), ((2, 11), ((1, 12),)), ((5, 4), ((1, 1),))]","[((4, 6), ((1, 1),)), ((2, 8), ((1, 1),)), ((6, 11), ()), ((2, 8), ()), ((6, 10), ()), ((2, 12), ((1, 12),)), ((13, 4), ()), ((13, 2), ()), ((6, 12), ()), ((5, 4), ((1, 1),)), ((2, 10), ((1, 12),)), ((7, 6), ()), ((2, 11), ((1, 12),)), ((13, 1), ())]",77,13,60,73
78,"((4, 6), ((1, 1),))","((3, 6), ((1, 1),))",East,"[((5, 6), ((1, 1),)), ((3, 6), ((1, 1),))]","[((4, 6), ((1, 1),)), ((2, 8), ((1, 1),)), ((6, 11), ()), ((2, 8), ()), ((6, 10), ()), ((2, 12), ((1, 12),)), ((13, 4), ()), ((13, 2), ()), ((6, 12), ()), ((5, 4), ((1, 1),)), ((2, 10), ((1, 12),)), ((7, 6), ()), ((2, 11), ((1, 12),)), ((13, 1), ())]","[((2, 8), ((1, 1),)), ((2, 8), ()), ((6, 11), ()), ((6, 12), ()), ((6, 10), ()), ((2, 12), ((1, 12),)), ((13, 4), ()), ((13, 2), ()), ((13, 1), ()), ((5, 4), ((1, 1),)), ((2, 10), ((1, 12),)), ((7, 6), ()), ((2, 11), ((1, 12),)), ((5, 6), ((1, 1),))]",78,26,47,73
79,"((2, 8), ((1, 1),))","((1, 8), ((1, 1),))",East,"[((3, 8), ((1, 1),)), ((1, 8), ((1, 1),))]","[((2, 8), ((1, 1),)), ((2, 8), ()), ((6, 11), ()), ((6, 12), ()), ((6, 10), ()), ((2, 12), ((1, 12),)), ((13, 4), ()), ((13, 2), ()), ((13, 1), ()), ((5, 4), ((1, 1),)), ((2, 10), ((1, 12),)), ((7, 6), ()), ((2, 11), ((1, 12),)), ((5, 6), ((1, 1),))]","[((2, 8), ()), ((6, 10), ()), ((6, 11), ()), ((6, 12), ()), ((2, 10), ((1, 12),)), ((2, 12), ((1, 12),)), ((13, 4), ()), ((13, 2), ()), ((13, 1), ()), ((5, 4), ((1, 1),)), ((5, 6), ((1, 1),)), ((7, 6), ()), ((2, 11), ((1, 12),)), ((3, 8), ((1, 1),))]",79,30,43,73
80,"((2, 8), ())","((1, 8), ())",East,"[((3, 8), ()), ((1, 8), ())]","[((2, 8), ()), ((6, 10), ()), ((6, 11), ()), ((6, 12), ()), ((2, 10), ((1, 12),)), ((2, 12), ((1, 12),)), ((13, 4), ()), ((13, 2), ()), ((13, 1), ()), ((5, 4), ((1, 1),)), ((5, 6), ((1, 1),)), ((7, 6), ()), ((2, 11), ((1, 12),)), ((3, 8), ((1, 1),))]","[((6, 10), ()), ((6, 12), ()), ((6, 11), ()), ((13, 2), ()), ((2, 10), ((1, 12),)), ((2, 12), ((1, 12),)), ((13, 4), ()), ((3, 8), ((1, 1),)), ((13, 1), ()), ((5, 4), ((1, 1),)), ((5, 6), ((1, 1),)), ((7, 6), ()), ((2, 11), ((1, 12),)), ((3, 8), ())]",80,20,54,74
81,"((6, 10), ())","((5, 10), ())",East,"[((6, 11), ()), ((7, 10), ()), ((5, 10), ())]","[((6, 10), ()), ((6, 12), ()), ((6, 11), ()), ((13, 2), ()), ((2, 10), ((1, 12),)), ((2, 12), ((1, 12),)), ((13, 4), ()), ((3, 8), ((1, 1),)), ((13, 1), ()), ((5, 4), ((1, 1),)), ((5, 6), ((1, 1),)), ((7, 6), ()), ((2, 11), ((1, 12),)), ((3, 8), ())]","[((6, 11), ()), ((6, 12), ()), ((2, 12), ((1, 12),)), ((13, 2), ()), ((2, 10), ((1, 12),)), ((2, 11), ((1, 12),)), ((13, 4), ()), ((3, 8), ((1, 1),)), ((13, 1), ()), ((5, 4), ((1, 1),)), ((5, 6), ((1, 1),)), ((7, 6), ()), ((3, 8), ()), ((7, 10), ())]",81,18,56,74
82,"((6, 11), ())","((5, 11), ())",East,"[((6, 12), ()), ((6, 10), ()), ((7, 11), ()), ((5, 11), ())]","[((6, 11), ()), ((6, 12), ()), ((2, 12), ((1, 12),)), ((13, 2), ()), ((2, 10), ((1, 12),)), ((2, 11), ((1, 12),)), ((13, 4), ()), ((3, 8), ((1, 1),)), ((13, 1), ()), ((5, 4), ((1, 1),)), ((5, 6), ((1, 1),)), ((7, 6), ()), ((3, 8), ()), ((7, 10), ())]","[((6, 12), ()), ((2, 10), ((1, 12),)), ((2, 12), ((1, 12),)), ((13, 2), ()), ((5, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((13, 4), ()), ((3, 8), ((1, 1),)), ((13, 1), ()), ((7, 10), ()), ((5, 6), ((1, 1),)), ((7, 6), ()), ((3, 8), ()), ((7, 11), ())]",82,19,55,74
83,"((6, 12), ())","((5, 12), ())",East,"[((6, 11), ()), ((7, 12), ()), ((5, 12), ())]","[((6, 12), ()), ((2, 10), ((1, 12),)), ((2, 12), ((1, 12),)), ((13, 2), ()), ((5, 4), ((1, 1),)), ((2, 11), ((1, 12),)), ((13, 4), ()), ((3, 8), ((1, 1),)), ((13, 1), ()), ((7, 10), ()), ((5, 6), ((1, 1),)), ((7, 6), ()), ((3, 8), ()), ((7, 11), ())]","[((2, 12), ((1, 12),)), ((2, 10), ((1, 12),)), ((2, 11), ((1, 12),)), ((13, 2), ()), ((5, 4), ((1, 1),)), ((7, 6), ()), ((13, 4), ()), ((3, 8), ((1, 1),)), ((13, 1), ()), ((7, 10), ()), ((5, 6), ((1, 1),)), ((7, 11), ()), ((3, 8), ()), ((7, 12), ())]",83,20,54,74
84,"((2, 12), ((1, 12),))","((1, 12), ((1, 12),))",East,"[((2, 11), ((1, 12),)), ((3, 12), ((1, 12),)), ((1, 12), ((1, 12),))]","[((2, 12), ((1, 12),)), ((2, 10), ((1, 12),)), ((2, 11), ((1, 12),)), ((13, 2), ()), ((5, 4), ((1, 1),)), ((7, 6), ()), ((13, 4), ()), ((3, 8), ((1, 1),)), ((13, 1), ()), ((7, 10), ()), ((5, 6), ((1, 1),)), ((7, 11), ()), ((3, 8), ()), ((7, 12), ())]","[((2, 11), ((1, 12),)), ((2, 10), ((1, 12),)), ((13, 4), ()), ((13, 2), ()), ((5, 4), ((1, 1),)), ((7, 6), ()), ((7, 12), ()), ((3, 8), ((1, 1),)), ((13, 1), ()), ((7, 10), ()), ((5, 6), ((1, 1),)), ((7, 11), ()), ((3, 8), ()), ((3, 12), ((1, 12),))]",84,24,50,74
85,"((2, 11), ((1, 12),))","((1, 11), ((1, 12),))",East,"[((2, 12), ((1, 12),)), ((2, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((1, 11), ((1, 12),))]","[((2, 11), ((1, 12),)), ((2, 10), ((1, 12),)), ((13, 4), ()), ((13, 2), ()), ((5, 4), ((1, 1),)), ((7, 6), ()), ((7, 12), ()), ((3, 8), ((1, 1),)), ((13, 1), ()), ((7, 10), ()), ((5, 6), ((1, 1),)), ((7, 11), ()), ((3, 8), ()), ((3, 12), ((1, 12),))]","[((2, 10), ((1, 12),)), ((13, 2), ()), ((13, 4), ()), ((13, 1), ()), ((5, 4), ((1, 1),)), ((7, 6), ()), ((7, 12), ()), ((3, 8), ((1, 1),)), ((3, 12), ((1, 12),)), ((7, 10), ()), ((5, 6), ((1, 1),)), ((7, 11), ()), ((3, 8), ()), ((3, 11), ((1, 12),))]",85,25,49,74
86,"((2, 10), ((1, 12),))","((1, 10), ((1, 12),))",East,"[((2, 11), ((1, 12),)), ((3, 10), ((1, 12),)), ((1, 10), ((1, 12),))]","[((2, 10), ((1, 12),)), ((13, 2), ()), ((13, 4), ()), ((13, 1), ()), ((5, 4), ((1, 1),)), ((7, 6), ()), ((7, 12), ()), ((3, 8), ((1, 1),)), ((3, 12), ((1, 12),)), ((7, 10), ()), ((5, 6), ((1, 1),)), ((7, 11), ()), ((3, 8), ()), ((3, 11), ((1, 12),))]","[((13, 4), ()), ((13, 2), ()), ((7, 6), ()), ((13, 1), ()), ((5, 4), ((1, 1),)), ((3, 8), ()), ((7, 12), ()), ((3, 8), ((1, 1),)), ((3, 12), ((1, 12),)), ((7, 10), ()), ((5, 6), ((1, 1),)), ((7, 11), ()), ((3, 11), ((1, 12),)), ((3, 10), ((1, 12),))]",86,26,48,74
87,"((13, 4), ())","((12, 4), ())",East,"[((13, 5), ()), ((12, 4), ())]","[((13, 4), ()), ((13, 2), ()), ((7, 6), ()), ((13, 1), ()), ((5, 4), ((1, 1),)), ((3, 8), ()), ((7, 12), ()), ((3, 8), ((1, 1),)), ((3, 12), ((1, 12),)), ((7, 10), ()), ((5, 6), ((1, 1),)), ((7, 11), ()), ((3, 11), ((1, 12),)), ((3, 10), ((1, 12),))]","[((7, 6), ()), ((13, 2), ()), ((3, 8), ()), ((13, 1), ()), ((5, 4), ((1, 1),)), ((7, 11), ()), ((7, 12), ()), ((3, 8), ((1, 1),)), ((3, 12), ((1, 12),)), ((7, 10), ()), ((5, 6), ((1, 1),)), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((13, 5), ())]",87,11,64,75
88,"((7, 6), ())","((6, 6), ())",East,"[((7, 7), ()), ((6, 6), ())]","[((7, 6), ()), ((13, 2), ()), ((3, 8), ()), ((13, 1), ()), ((5, 4), ((1, 1),)), ((7, 11), ()), ((7, 12), ()), ((3, 8), ((1, 1),)), ((3, 12), ((1, 12),)), ((7, 10), ()), ((5, 6), ((1, 1),)), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((13, 5), ())]","[((13, 2), ()), ((5, 4), ((1, 1),)), ((3, 8), ()), ((13, 1), ()), ((5, 6), ((1, 1),)), ((7, 11), ()), ((7, 12), ()), ((3, 8), ((1, 1),)), ((3, 12), ((1, 12),)), ((7, 10), ()), ((13, 5), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((7, 7), ())]",88,15,60,75
89,"((13, 2), ())","((12, 2), ())",East,"[((13, 1), ()), ((14, 2), ()), ((12, 2), ())]","[((13, 2), ()), ((5, 4), ((1, 1),)), ((3, 8), ()), ((13, 1), ()), ((5, 6), ((1, 1),)), ((7, 11), ()), ((7, 12), ()), ((3, 8), ((1, 1),)), ((3, 12), ((1, 12),)), ((7, 10), ()), ((13, 5), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((7, 7), ())]","[((5, 4), ((1, 1),)), ((13, 1), ()), ((3, 8), ()), ((3, 8), ((1, 1),)), ((5, 6), ((1, 1),)), ((7, 11), ()), ((7, 12), ()), ((7, 7), ()), ((3, 12), ((1, 12),)), ((7, 10), ()), ((13, 5), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((14, 2), ())]",89,13,62,75
90,"((5, 4), ((1, 1),))","((4, 4), ((1, 1),))",East,"[((5, 5), ((1, 1),)), ((6, 4), ((1, 1),)), ((4, 4), ((1, 1),))]","[((5, 4), ((1, 1),)), ((13, 1), ()), ((3, 8), ()), ((3, 8), ((1, 1),)), ((5, 6), ((1, 1),)), ((7, 11), ()), ((7, 12), ()), ((7, 7), ()), ((3, 12), ((1, 12),)), ((7, 10), ()), ((13, 5), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((14, 2), ())]","[((13, 1), ()), ((5, 6), ((1, 1),)), ((5, 5), ((1, 1),)), ((3, 8), ((1, 1),)), ((7, 10), ()), ((7, 11), ()), ((3, 8), ()), ((7, 7), ()), ((3, 12), ((1, 12),)), ((14, 2), ()), ((13, 5), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((7, 12), ()), ((6, 4), ((1, 1),))]",90,25,50,75
91,"((13, 1), ())","((12, 1), ())",East,"[((13, 2), ()), ((14, 1), ()), ((12, 1), ())]","[((13, 1), ()), ((5, 6), ((1, 1),)), ((5, 5), ((1, 1),)), ((3, 8), ((1, 1),)), ((7, 10), ()), ((7, 11), ()), ((3, 8), ()), ((7, 7), ()), ((3, 12), ((1, 12),)), ((14, 2), ()), ((13, 5), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((7, 12), ()), ((6, 4), ((1, 1),))]","[((5, 6), ((1, 1),)), ((3, 8), ((1, 1),)), ((5, 5), ((1, 1),)), ((3, 12), ((1, 12),)), ((7, 10), ()), ((7, 11), ()), ((3, 8), ()), ((7, 7), ()), ((6, 4), ((1, 1),)), ((14, 2), ()), ((13, 5), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((7, 12), ()), ((14, 1), ())]",91,14,61,75
92,"((5, 6), ((1, 1),))","((4, 6), ((1, 1),))",East,"[((5, 7), ((1, 1),)), ((5, 5), ((1, 1),)), ((6, 6), ((1, 1),)), ((4, 6), ((1, 1),))]","[((5, 6), ((1, 1),)), ((3, 8), ((1, 1),)), ((5, 5), ((1, 1),)), ((3, 12), ((1, 12),)), ((7, 10), ()), ((7, 11), ()), ((3, 8), ()), ((7, 7), ()), ((6, 4), ((1, 1),)), ((14, 2), ()), ((13, 5), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((7, 12), ()), ((14, 1), ())]","[((3, 8), ((1, 1),)), ((7, 10), ()), ((5, 5), ((1, 1),)), ((3, 12), ((1, 12),)), ((13, 5), ()), ((7, 11), ()), ((5, 7), ((1, 1),)), ((7, 7), ()), ((6, 4), ((1, 1),)), ((14, 2), ()), ((14, 1), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((7, 12), ()), ((3, 8), ()), ((6, 6), ((1, 1),))]",92,27,48,75
93,"((3, 8), ((1, 1),))","((2, 8), ((1, 1),))",East,"[((2, 8), ((1, 1),))]","[((3, 8), ((1, 1),)), ((7, 10), ()), ((5, 5), ((1, 1),)), ((3, 12), ((1, 12),)), ((13, 5), ()), ((7, 11), ()), ((5, 7), ((1, 1),)), ((7, 7), ()), ((6, 4), ((1, 1),)), ((14, 2), ()), ((14, 1), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((7, 12), ()), ((3, 8), ()), ((6, 6), ((1, 1),))]","[((5, 5), ((1, 1),)), ((7, 10), ()), ((5, 7), ((1, 1),)), ((3, 12), ((1, 12),)), ((13, 5), ()), ((7, 11), ()), ((3, 8), ()), ((7, 7), ()), ((6, 4), ((1, 1),)), ((14, 2), ()), ((14, 1), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((7, 12), ()), ((6, 6), ((1, 1),))]",93,31,44,75
94,"((5, 5), ((1, 1),))","((5, 4), ((1, 1),))",North,"[((5, 6), ((1, 1),)), ((5, 4), ((1, 1),))]","[((5, 5), ((1, 1),)), ((7, 10), ()), ((5, 7), ((1, 1),)), ((3, 12), ((1, 12),)), ((13, 5), ()), ((7, 11), ()), ((3, 8), ()), ((7, 7), ()), ((6, 4), ((1, 1),)), ((14, 2), ()), ((14, 1), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((7, 12), ()), ((6, 6), ((1, 1),))]","[((5, 7), ((1, 1),)), ((7, 10), ()), ((3, 8), ()), ((3, 12), ((1, 12),)), ((13, 5), ()), ((7, 11), ()), ((7, 12), ()), ((7, 7), ()), ((6, 4), ((1, 1),)), ((14, 2), ()), ((14, 1), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((6, 6), ((1, 1),))]",94,26,49,75
95,"((5, 7), ((1, 1),))","((5, 6), ((1, 1),))",North,"[((5, 8), ((1, 1),)), ((5, 6), ((1, 1),))]","[((5, 7), ((1, 1),)), ((7, 10), ()), ((3, 8), ()), ((3, 12), ((1, 12),)), ((13, 5), ()), ((7, 11), ()), ((7, 12), ()), ((7, 7), ()), ((6, 4), ((1, 1),)), ((14, 2), ()), ((14, 1), ()), ((3, 10), ((1, 12),)), ((3, 11), ((1, 12),)), ((6, 6), ((1, 1),))]","[((5, 8), ((1, 1),)), ((7, 10), ()), ((3, 8), ()), ((3, 12), ((1, 12),)), ((13, 5), ()), ((3, 11), ((1, 12),)), ((7, 11), ()), ((7, 7), ()), ((6, 4), ((1, 1),)), ((14, 2), ()), ((14, 1), ()), ((3, 10), ((1, 12),)), ((6, 6), ((1, 1),)), ((7, 12), ())]",95,28,47,75
96,"((5, 8), ((1, 1),))","((5, 7), ((1, 1),))",North,"[((5, 9), ((1, 1),)), ((5, 7), ((1, 1),))]","[((5, 8), ((1, 1),)), ((7, 10), ()), ((3, 8), ()), ((3, 12), ((1, 12),)), ((13, 5), ()), ((3, 11), ((1, 12),)), ((7, 11), ()), ((7, 7), ()), ((6, 4), ((1, 1),)), ((14, 2), ()), ((14, 1), ()), ((3, 10), ((1, 12),)), ((6, 6), ((1, 1),)), ((7, 12), ())]","[((5, 9), ((1, 1),)), ((7, 10), ()), ((3, 8), ()), ((3, 12), ((1, 12),)), ((13, 5), ()), ((3, 11), ((1, 12),)), ((7, 11), ()), ((7, 7), ()), ((6, 4), ((1, 1),)), ((14, 2), ()), ((14, 1), ()), ((3, 10), ((1, 12),)), ((6, 6), ((1, 1),)), ((7, 12), ())]",96,29,46,75
